Date,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,bb_sma,bb_upper,bb_lower,sma_7,sma_21,sma_50,ema_12,volatility
2023-05-12,5.7721,5.8787,5.6844,5.7955,1000000,66.90594515000925,0.025418908525145945,-0.006390441590208444,0.031809350115354386,5.63101,5.8122147042493735,5.449805295750626,5.7349428571428565,5.6264666666666665,5.734392000000001,5.700008567851971,0.12616008633760772
2023-05-15,5.7921,5.8196,5.6106,5.6466,1000000,56.67290302463366,0.01927551387697246,-0.0012572504967722628,0.020532764373744725,5.6386199999999995,5.808070785899926,5.469169214100073,5.732214285714286,5.63175238095238,5.731953999999999,5.691791865105515,0.15761362890424044
2023-05-16,5.6392,5.7529,5.5381,5.5961,1000000,54.98411738012405,0.01021415893749733,0.001037031390081656,0.009177127547415675,5.642455,5.80382404385844,5.48108595614156,5.718400000000001,5.6365952380952375,5.727915999999999,5.677070039704666,0.16128772407652658
2023-05-17,5.5952,5.6566,5.5161,5.596,1000000,51.07641741988494,0.00299042889731016,0.0014277108915273572,0.0015627180057828029,5.64278,5.803725608334315,5.481834391665685,5.703685714285714,5.640242857142858,5.724674,5.664597725903948,0.15497254845247974
2023-05-18,5.643,5.6798,5.5385,5.5654,1000000,45.3470950557683,-0.005144293258361188,0.00011331006154964812,-0.005257603319910836,5.64181,5.804451833163349,5.479168166836652,5.6843142857142865,5.639095238095239,5.719685999999999,5.64933653730334,0.15621203927641433
2023-05-19,5.5803,5.6769,5.4689,5.5964,1000000,49.38954908025392,-0.00898609217510149,-0.0017065703857805797,-0.0072795217893209105,5.642460000000001,5.804220464885576,5.480699535114425,5.651471428571428,5.6396476190476195,5.71307,5.641192454641288,0.15751237672607696
2023-05-22,5.5972,5.6521,5.48,5.5121,1000000,44.63077375698737,-0.018618429307304396,-0.005088942170085343,-0.013529487137219052,5.637475,5.8090603738706,5.4658896261294005,5.615442857142858,5.636252380952381,5.702604,5.621332077004167,0.16521015914477086
2023-05-23,5.5124,5.5895,5.4453,5.5095,1000000,42.54093389933292,-0.02616036376350639,-0.009303226488769554,-0.016857137274736835,5.6349,5.81274906670071,5.45705093329929,5.574585714285715,5.631380952380953,5.691007999999999,5.604127142080449,0.16233867802101365
2023-05-24,5.5115,5.6503,5.4685,5.5563,1000000,41.56645081714459,-0.028037829633595912,-0.013050147117734827,-0.014987682515861085,5.636205,5.8111790970303225,5.461230902969678,5.561685714285714,5.631157142857143,5.680968,5.596769120221918,0.1640974896927904
2023-05-25,5.5554,5.6647,5.5088,5.5614,1000000,39.51484200446849,-0.0287824216442516,-0.016196602023038183,-0.012585819621213416,5.635129999999999,5.811739555681147,5.458520444318852,5.556728571428571,5.632642857142857,5.672592,5.591327717110853,0.16047103787001
